"Country or Area","Year","Area","Type of housing unit","Tenure","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Mayotte","2017","Total","Other housing units","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2018","4245.9567339395","51"
"Mayotte","2017","Total","Other housing units","Unknown","Census - de jure - complete tabulation","Final figure, complete","2018","4","51"
"Mayotte","2017","Urban","Total","Total","Census - de jure - complete tabulation","Final figure, complete","2018","59425.1017552147","51"
"Mayotte","2017","Urban","Total","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2018","31428.9135795911","51"
"Mayotte","2017","Urban","Total","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2018","19371.7771585961","51"
"Mayotte","2017","Urban","Total","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2018","8620.4110170275","51"
"Mayotte","2017","Urban","Total","Unknown","Census - de jure - complete tabulation","Final figure, complete","2018","4","51"
"Mayotte","2017","Urban","Conventional dwellings","Total","Census - de jure - complete tabulation","Final figure, complete","2018","35624.101207962","51"
"Mayotte","2017","Urban","Conventional dwellings","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2018","18160.723003046","51"
"Mayotte","2017","Urban","Conventional dwellings","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2018","12941.8070007019","51"
"Mayotte","2017","Urban","Conventional dwellings","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2018","4521.57120421414","51"
"Mayotte","2017","Urban","Conventional dwellings","Unknown","Census - de jure - complete tabulation","Final figure, complete","2018","0","51"
"Mayotte","2017","Urban","Other housing units","Total","Census - de jure - complete tabulation","Final figure, complete","2018","23801.0005472526","51"
"Mayotte","2017","Urban","Other housing units","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2018","13268.1905765451","51"
"Mayotte","2017","Urban","Other housing units","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2018","6429.97015789419","51"
"Mayotte","2017","Urban","Other housing units","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2018","4098.83981281336","51"
"Mayotte","2017","Urban","Other housing units","Unknown","Census - de jure - complete tabulation","Final figure, complete","2018","4","51"
"Mayotte","2017","Rural","Total","Total","Census - de jure - complete tabulation","Final figure, complete","2018","3673.99482199288","51"
"Mayotte","2017","Rural","Total","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2018","2388.88354380385","51"
"Mayotte","2017","Rural","Total","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2018","685.125700797803","51"
"Mayotte","2017","Rural","Total","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2018","599.985577391219","51"
"Mayotte","2017","Rural","Total","Unknown","Census - de jure - complete tabulation","Final figure, complete","2018","0","51"
"Mayotte","2017","Rural","Conventional dwellings","Total","Census - de jure - complete tabulation","Final figure, complete","2018","2936.50148192823","51"
"Mayotte","2017","Rural","Conventional dwellings","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2018","2003.65017500218","51"
"Mayotte","2017","Rural","Conventional dwellings","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2018","479.982650660969","51"
"Mayotte","2017","Rural","Conventional dwellings","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2018","452.868656265081","51"
"Mayotte","2017","Rural","Conventional dwellings","Unknown","Census - de jure - complete tabulation","Final figure, complete","2018","0","51"
"Mayotte","2017","Rural","Other housing units","Total","Census - de jure - complete tabulation","Final figure, complete","2018","737.493340064645","51"
"Mayotte","2017","Rural","Other housing units","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2018","385.233368801673","51"
"Mayotte","2017","Rural","Other housing units","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2018","205.143050136834","51"
"Mayotte","2017","Rural","Other housing units","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2018","147.116921126138","51"
"Mayotte","2017","Rural","Other housing units","Unknown","Census - de jure - complete tabulation","Final figure, complete","2018","0","51"
"Mayotte","2012","Total","Conventional dwellings","Total","Census - de jure - complete tabulation","Final figure, complete","2017","51604.03",""
"Mayotte","2012","Total","Conventional dwellings","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2017","29096.16",""
"Mayotte","2012","Total","Conventional dwellings","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2017","14529.64",""
"Mayotte","2012","Total","Conventional dwellings","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2017","7978.23",""
"Mayotte","2007","Total","Total","Total","Census - de jure - complete tabulation","Final figure, complete","2009","45738",""
"Mayotte","2007","Total","Total","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2009","18096",""
"Mayotte","2007","Total","Total","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2009","6635",""
"Mayotte","2007","Total","Total","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2009","14116",""
"Mayotte","2007","Total","Total","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2009","6891",""
"Mayotte","2007","Total","Conventional dwellings","Total","Census - de jure - complete tabulation","Final figure, complete","2009","43004",""
"Mayotte","2007","Total","Conventional dwellings","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2009","17294",""
"Mayotte","2007","Total","Conventional dwellings","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2009","6496",""
"Mayotte","2007","Total","Conventional dwellings","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2009","12607",""
"Mayotte","2007","Total","Conventional dwellings","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2009","6607",""
"Mayotte","2007","Total","Other housing units","Total","Census - de jure - complete tabulation","Final figure, complete","2009","2734",""
"Mayotte","2007","Total","Other housing units","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2009","802",""
"Mayotte","2007","Total","Other housing units","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2009","139",""
"Mayotte","2007","Total","Other housing units","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2009","1509",""
"Mayotte","2007","Total","Other housing units","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2009","284",""
"Mexico","2010","Total","Total","Total","Census - de facto - complete tabulation","Final figure, complete","2011","28159373",""
"Mexico","2010","Total","Total","Member of household owns the housing unit","Census - de facto - complete tabulation","Final figure, complete","2011","21894409",""
"Mexico","2010","Total","Total","Member of household rents all or a part of the housing unit","Census - de facto - complete tabulation","Final figure, complete","2011","4017671",""
"Mexico","2010","Total","Total","Other arrangements","Census - de facto - complete tabulation","Final figure, complete","2011","2075791",""
"Mexico","2010","Total","Total","Unknown","Census - de facto - complete tabulation","Final figure, complete","2011","171502",""
"Mexico","2010","Total","Conventional dwellings","Total","Census - de facto - complete tabulation","Final figure, complete","2011","27943290","52"
"Mexico","2010","Total","Conventional dwellings","Member of household owns the housing unit","Census - de facto - complete tabulation","Final figure, complete","2011","21748823","52"
"Mexico","2010","Total","Conventional dwellings","Member of household rents all or a part of the housing unit","Census - de facto - complete tabulation","Final figure, complete","2011","3976984","52"
"Mexico","2010","Total","Conventional dwellings","Other arrangements","Census - de facto - complete tabulation","Final figure, complete","2011","2050960","52"
"Mexico","2010","Total","Conventional dwellings","Unknown","Census - de facto - complete tabulation","Final figure, complete","2011","166523","52"
"Mexico","2010","Total","Other housing units","Total","Census - de facto - complete tabulation","Final figure, complete","2011","37322","53"
"Mexico","2010","Total","Other housing units","Member of household owns the housing unit","Census - de facto - complete tabulation","Final figure, complete","2011","5630","53"
"Mexico","2010","Total","Other housing units","Member of household rents all or a part of the housing unit","Census - de facto - complete tabulation","Final figure, complete","2011","9190","53"
"Mexico","2010","Total","Other housing units","Other arrangements","Census - de facto - complete tabulation","Final figure, complete","2011","21423","53"
"Mexico","2010","Total","Other housing units","Unknown","Census - de facto - complete tabulation","Final figure, complete","2011","1079","53"
"Mexico","2010","Total","Unknown (type of housing unit)","Total","Census - de facto - complete tabulation","Final figure, complete","2011","178761","54"
"Mexico","2010","Total","Unknown (type of housing unit)","Member of household owns the housing unit","Census - de facto - complete tabulation","Final figure, complete","2011","139956","54"
"Mexico","2010","Total","Unknown (type of housing unit)","Member of household rents all or a part of the housing unit","Census - de facto - complete tabulation","Final figure, complete","2011","31497","54"
"Mexico","2010","Total","Unknown (type of housing unit)","Other arrangements","Census - de facto - complete tabulation","Final figure, complete","2011","3408","54"
"Mexico","2010","Total","Unknown (type of housing unit)","Unknown","Census - de facto - complete tabulation","Final figure, complete","2011","3900","54"
"Mexico","2010","Urban","Total","Total","Census - de facto - complete tabulation","Final figure, complete","2011","21995105",""
"Mexico","2010","Urban","Total","Member of household owns the housing unit","Census - de facto - complete tabulation","Final figure, complete","2011","16375111",""
"Mexico","2010","Urban","Total","Member of household rents all or a part of the housing unit","Census - de facto - complete tabulation","Final figure, complete","2011","3858146",""
"Mexico","2010","Urban","Total","Other arrangements","Census - de facto - complete tabulation","Final figure, complete","2011","1615087",""
"Mexico","2010","Urban","Total","Unknown","Census - de facto - complete tabulation","Final figure, complete","2011","146761",""
"Mexico","2010","Urban","Conventional dwellings","Total","Census - de facto - complete tabulation","Final figure, complete","2011","21819661","52"
"Mexico","2010","Urban","Conventional dwellings","Member of household owns the housing unit","Census - de facto - complete tabulation","Final figure, complete","2011","16262239","52"
"Mexico","2010","Urban","Conventional dwellings","Member of household rents all or a part of the housing unit","Census - de facto - complete tabulation","Final figure, complete","2011","3818341","52"
"Mexico","2010","Urban","Conventional dwellings","Other arrangements","Census - de facto - complete tabulation","Final figure, complete","2011","1596849","52"
"Mexico","2010","Urban","Conventional dwellings","Unknown","Census - de facto - complete tabulation","Final figure, complete","2011","142232","52"
"Mexico","2010","Urban","Other housing units","Total","Census - de facto - complete tabulation","Final figure, complete","2011","31977","53"
"Mexico","2010","Urban","Other housing units","Member of household owns the housing unit","Census - de facto - complete tabulation","Final figure, complete","2011","4963","53"
"Mexico","2010","Urban","Other housing units","Member of household rents all or a part of the housing unit","Census - de facto - complete tabulation","Final figure, complete","2011","9129","53"
"Mexico","2010","Urban","Other housing units","Other arrangements","Census - de facto - complete tabulation","Final figure, complete","2011","16807","53"
"Mexico","2010","Urban","Other housing units","Unknown","Census - de facto - complete tabulation","Final figure, complete","2011","1078","53"
"Mexico","2010","Urban","Unknown (type of housing unit)","Total","Census - de facto - complete tabulation","Final figure, complete","2011","143467","54"
"Mexico","2010","Urban","Unknown (type of housing unit)","Member of household owns the housing unit","Census - de facto - complete tabulation","Final figure, complete","2011","107909","54"
"Mexico","2010","Urban","Unknown (type of housing unit)","Member of household rents all or a part of the housing unit","Census - de facto - complete tabulation","Final figure, complete","2011","30676","54"
"Mexico","2010","Urban","Unknown (type of housing unit)","Other arrangements","Census - de facto - complete tabulation","Final figure, complete","2011","1431","54"
"Mexico","2010","Urban","Unknown (type of housing unit)","Unknown","Census - de facto - complete tabulation","Final figure, complete","2011","3451","54"
"Mexico","2010","Rural","Total","Total","Census - de facto - complete tabulation","Final figure, complete","2011","6164268",""
"Mexico","2010","Rural","Total","Member of household owns the housing unit","Census - de facto - complete tabulation","Final figure, complete","2011","5519298",""
"Mexico","2010","Rural","Total","Member of household rents all or a part of the housing unit","Census - de facto - complete tabulation","Final figure, complete","2011","159525",""
"Mexico","2010","Rural","Total","Other arrangements","Census - de facto - complete tabulation","Final figure, complete","2011","460704",""
"Mexico","2010","Rural","Total","Unknown","Census - de facto - complete tabulation","Final figure, complete","2011","24741",""
"Mexico","2010","Rural","Conventional dwellings","Total","Census - de facto - complete tabulation","Final figure, complete","2011","6123629","52"
"Mexico","2010","Rural","Conventional dwellings","Member of household owns the housing unit","Census - de facto - complete tabulation","Final figure, complete","2011","5486584","52"
"Mexico","2010","Rural","Conventional dwellings","Member of household rents all or a part of the housing unit","Census - de facto - complete tabulation","Final figure, complete","2011","158643","52"
"Mexico","2010","Rural","Conventional dwellings","Other arrangements","Census - de facto - complete tabulation","Final figure, complete","2011","454111","52"
"Mexico","2010","Rural","Conventional dwellings","Unknown","Census - de facto - complete tabulation","Final figure, complete","2011","24291","52"
"Mexico","2010","Rural","Other housing units","Total","Census - de facto - complete tabulation","Final figure, complete","2011","5345","53"
"Mexico","2010","Rural","Other housing units","Member of household owns the housing unit","Census - de facto - complete tabulation","Final figure, complete","2011","667","53"
"Mexico","2010","Rural","Other housing units","Member of household rents all or a part of the housing unit","Census - de facto - complete tabulation","Final figure, complete","2011","61","53"
"Mexico","2010","Rural","Other housing units","Other arrangements","Census - de facto - complete tabulation","Final figure, complete","2011","4616","53"
"Mexico","2010","Rural","Other housing units","Unknown","Census - de facto - complete tabulation","Final figure, complete","2011","1","53"
"Mexico","2010","Rural","Unknown (type of housing unit)","Total","Census - de facto - complete tabulation","Final figure, complete","2011","35294","54"
"Mexico","2010","Rural","Unknown (type of housing unit)","Member of household owns the housing unit","Census - de facto - complete tabulation","Final figure, complete","2011","32047","54"
"Mexico","2010","Rural","Unknown (type of housing unit)","Member of household rents all or a part of the housing unit","Census - de facto - complete tabulation","Final figure, complete","2011","821","54"
"Mexico","2010","Rural","Unknown (type of housing unit)","Other arrangements","Census - de facto - complete tabulation","Final figure, complete","2011","1977","54"
"Mexico","2010","Rural","Unknown (type of housing unit)","Unknown","Census - de facto - complete tabulation","Final figure, complete","2011","449","54"
"Monaco","2016","Total","Total","Total","Census - de jure - complete tabulation","Final figure, complete","2019","17299",""
"Monaco","2016","Total","Total","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2019","4126.35064164403",""
"Monaco","2016","Total","Total","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2019","11121",""
"Monaco","2016","Total","Total","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2019","1174.92200633701",""
"Monaco","2016","Total","Total","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2019","877.107690780004",""
"Mongolia","2020","Total","Total","Total","Census - de jure - complete tabulation","Final figure, complete","2021","897427",""
"Mongolia","2020","Total","Total","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2021","822558",""
"Mongolia","2020","Total","Total","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2021","32849",""
"Mongolia","2020","Total","Total","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2021","39490",""
"Mongolia","2020","Total","Total","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2021","2530",""
"Mongolia","2020","Total","Conventional dwellings","Total","Census - de jure - complete tabulation","Final figure, complete","2021","538679",""
"Mongolia","2020","Total","Conventional dwellings","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2021","486961",""
"Mongolia","2020","Total","Conventional dwellings","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2021","24144",""
"Mongolia","2020","Total","Conventional dwellings","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2021","25929",""
"Mongolia","2020","Total","Conventional dwellings","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2021","1645",""
"Mongolia","2020","Total","Other housing units","Total","Census - de jure - complete tabulation","Final figure, complete","2021","16339","55"
"Mongolia","2020","Total","Other housing units","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2021","10642","55"
"Mongolia","2020","Total","Other housing units","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2021","2852","55"
"Mongolia","2020","Total","Other housing units","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2021","2636","55"
"Mongolia","2020","Total","Other housing units","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2021","209","55"
"Mongolia","2020","Total","Unknown (type of housing unit)","Total","Census - de jure - complete tabulation","Final figure, complete","2021","342409",""
"Mongolia","2020","Total","Unknown (type of housing unit)","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2021","324955",""
"Mongolia","2020","Total","Unknown (type of housing unit)","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2021","5853",""
"Mongolia","2020","Total","Unknown (type of housing unit)","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2021","10925",""
"Mongolia","2020","Total","Unknown (type of housing unit)","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2021","676",""
"Mongolia","2020","Urban","Total","Total","Census - de jure - complete tabulation","Final figure, complete","2021","606282",""
"Mongolia","2020","Urban","Total","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2021","546945",""
"Mongolia","2020","Urban","Total","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2021","28342",""
"Mongolia","2020","Urban","Total","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2021","28871",""
"Mongolia","2020","Urban","Total","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2021","2124",""
"Mongolia","2020","Urban","Conventional dwellings","Total","Census - de jure - complete tabulation","Final figure, complete","2021","445591",""
"Mongolia","2020","Urban","Conventional dwellings","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2021","401979",""
"Mongolia","2020","Urban","Conventional dwellings","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2021","21710",""
"Mongolia","2020","Urban","Conventional dwellings","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2021","20461",""
"Mongolia","2020","Urban","Conventional dwellings","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2021","1441",""
"Mongolia","2020","Urban","Other housing units","Total","Census - de jure - complete tabulation","Final figure, complete","2021","10818","55"
"Mongolia","2020","Urban","Other housing units","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2021","7395","55"
"Mongolia","2020","Urban","Other housing units","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2021","1869","55"
"Mongolia","2020","Urban","Other housing units","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2021","1440","55"
"Mongolia","2020","Urban","Other housing units","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2021","114","55"
"Mongolia","2020","Urban","Unknown (type of housing unit)","Total","Census - de jure - complete tabulation","Final figure, complete","2021","149873",""
"Mongolia","2020","Urban","Unknown (type of housing unit)","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2021","137571",""
"Mongolia","2020","Urban","Unknown (type of housing unit)","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2021","4763",""
"Mongolia","2020","Urban","Unknown (type of housing unit)","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2021","6970",""
"Mongolia","2020","Urban","Unknown (type of housing unit)","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2021","569",""
"Mongolia","2020","Rural","Total","Total","Census - de jure - complete tabulation","Final figure, complete","2021","291145",""
"Mongolia","2020","Rural","Total","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2021","275613",""
"Mongolia","2020","Rural","Total","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2021","4507",""
"Mongolia","2020","Rural","Total","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2021","10619",""
"Mongolia","2020","Rural","Total","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2021","406",""
"Mongolia","2020","Rural","Conventional dwellings","Total","Census - de jure - complete tabulation","Final figure, complete","2021","93088",""
"Mongolia","2020","Rural","Conventional dwellings","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2021","84982",""
"Mongolia","2020","Rural","Conventional dwellings","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2021","2434",""
"Mongolia","2020","Rural","Conventional dwellings","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2021","5468",""
"Mongolia","2020","Rural","Conventional dwellings","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2021","204",""
"Mongolia","2020","Rural","Other housing units","Total","Census - de jure - complete tabulation","Final figure, complete","2021","5521","55"
"Mongolia","2020","Rural","Other housing units","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2021","3247","55"
"Mongolia","2020","Rural","Other housing units","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2021","983","55"
"Mongolia","2020","Rural","Other housing units","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2021","1196","55"
"Mongolia","2020","Rural","Other housing units","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2021","95","55"
"Mongolia","2020","Rural","Unknown (type of housing unit)","Total","Census - de jure - complete tabulation","Final figure, complete","2021","192536",""
"Mongolia","2020","Rural","Unknown (type of housing unit)","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2021","187384",""
"Mongolia","2020","Rural","Unknown (type of housing unit)","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2021","1090",""
"Mongolia","2020","Rural","Unknown (type of housing unit)","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2021","3955",""
"Mongolia","2020","Rural","Unknown (type of housing unit)","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2021","107",""
"Mongolia","2010","Total","Total","Total","Census - de jure - complete tabulation","Final figure, complete","2012","713780",""
"Mongolia","2010","Total","Total","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2012","619034",""
"Mongolia","2010","Total","Total","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2012","44951",""
"Mongolia","2010","Total","Total","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2012","43544",""
"Mongolia","2010","Total","Total","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2012","6251",""
"Mongolia","2010","Total","Conventional dwellings","Total","Census - de jure - complete tabulation","Final figure, complete","2012","322836",""
"Mongolia","2010","Total","Conventional dwellings","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2012","303134",""
"Mongolia","2010","Total","Conventional dwellings","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2012","4836",""
"Mongolia","2010","Total","Conventional dwellings","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2012","13361",""
"Mongolia","2010","Total","Conventional dwellings","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2012","1505",""
"Mongolia","2010","Total","Other housing units","Total","Census - de jure - complete tabulation","Final figure, complete","2012","382808",""
"Mongolia","2010","Total","Other housing units","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2012","313343",""
"Mongolia","2010","Total","Other housing units","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2012","37858",""
"Mongolia","2010","Total","Other housing units","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2012","28154",""
"Mongolia","2010","Total","Other housing units","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2012","3453",""
"Mongolia","2010","Total","Unknown (type of housing unit)","Total","Census - de jure - complete tabulation","Final figure, complete","2012","8136",""
"Mongolia","2010","Total","Unknown (type of housing unit)","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2012","2557",""
"Mongolia","2010","Total","Unknown (type of housing unit)","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2012","2257",""
"Mongolia","2010","Total","Unknown (type of housing unit)","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2012","2029",""
"Mongolia","2010","Total","Unknown (type of housing unit)","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2012","1293",""
"Mongolia","2010","Urban","Total","Total","Census - de jure - complete tabulation","Final figure, complete","2012","479503",""
"Mongolia","2010","Urban","Total","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2012","401089",""
"Mongolia","2010","Urban","Total","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2012","40903",""
"Mongolia","2010","Urban","Total","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2012","32980",""
"Mongolia","2010","Urban","Total","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2012","4531",""
"Mongolia","2010","Urban","Conventional dwellings","Total","Census - de jure - complete tabulation","Final figure, complete","2012","156744",""
"Mongolia","2010","Urban","Conventional dwellings","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2012","142330",""
"Mongolia","2010","Urban","Conventional dwellings","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2012","4305",""
"Mongolia","2010","Urban","Conventional dwellings","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2012","9132",""
"Mongolia","2010","Urban","Conventional dwellings","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2012","977",""
"Mongolia","2010","Urban","Other housing units","Total","Census - de jure - complete tabulation","Final figure, complete","2012","316116",""
"Mongolia","2010","Urban","Other housing units","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2012","256856",""
"Mongolia","2010","Urban","Other housing units","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2012","34587",""
"Mongolia","2010","Urban","Other housing units","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2012","22262",""
"Mongolia","2010","Urban","Other housing units","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2012","2411",""
"Mongolia","2010","Urban","Unknown (type of housing unit)","Total","Census - de jure - complete tabulation","Final figure, complete","2012","6643",""
"Mongolia","2010","Urban","Unknown (type of housing unit)","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2012","1903",""
"Mongolia","2010","Urban","Unknown (type of housing unit)","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2012","2011",""
"Mongolia","2010","Urban","Unknown (type of housing unit)","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2012","1586",""
"Mongolia","2010","Urban","Unknown (type of housing unit)","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2012","1143",""
"Mongolia","2010","Rural","Total","Total","Census - de jure - complete tabulation","Final figure, complete","2012","234277",""
"Mongolia","2010","Rural","Total","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2012","217945",""
"Mongolia","2010","Rural","Total","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2012","4048",""
"Mongolia","2010","Rural","Total","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2012","10564",""
"Mongolia","2010","Rural","Total","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2012","1720",""
"Mongolia","2010","Rural","Conventional dwellings","Total","Census - de jure - complete tabulation","Final figure, complete","2012","166092",""
"Mongolia","2010","Rural","Conventional dwellings","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2012","160804",""
"Mongolia","2010","Rural","Conventional dwellings","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2012","531",""
"Mongolia","2010","Rural","Conventional dwellings","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2012","4229",""
"Mongolia","2010","Rural","Conventional dwellings","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2012","528",""
"Mongolia","2010","Rural","Other housing units","Total","Census - de jure - complete tabulation","Final figure, complete","2012","66692",""
"Mongolia","2010","Rural","Other housing units","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2012","56487",""
"Mongolia","2010","Rural","Other housing units","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2012","3271",""
