iso3,income_cat,hazard,capital_t,sigma_h,delta_k_h_eff,productivity_pi,savings_s_h,delta_i_h_pds,eta,delta_tax_sp,discount_rate_rho,k_h_eff,delta_c_h_max,lambda_h_init,lambda_h,consumption_floor_xi,t_hat,t_tilde,delta_tilde_k_h_eff
IRQ,q5,Storm surge,50,0.3434986073474545,12198.612201401478,0.4073304239369676,0.0,0,1.5,0,0.06,43344.06016461174,,0.2,1.7467458959104518,,0.0,0.0,12198.612201401478
IRQ,q5,Tsunami,50,0.3434986073474545,12198.612201401478,0.4073304239369676,0.0,0,1.5,0,0.06,43344.06016461174,,0.2,1.7467458959104518,,0.0,0.0,12198.612201401478
IRQ,q5,Wind,50,0.3434986073474545,11444.38856445731,0.4073304239369676,0.0,0,1.5,0,0.06,43344.06016461174,,0.2,1.8866763506290776,,0.0,0.0,11444.38856445731
ISL,q1,Earthquake,50,0.4554851103159583,27496.330912051926,0.2088920584384275,0.0,0,1.5,0,0.06,100640.08945409274,,0.2,0.6611030879515599,,0.0,0.0,27496.330912051926
ISL,q1,Flood,50,0.4554851103159583,43198.72589343479,0.2088920584384275,0.0,0,1.5,0,0.06,100640.08945409274,,0.2,0.3893592908956795,,0.0,0.0,43198.72589343479
ISL,q1,Storm surge,50,0.4554851103159583,43198.72589343479,0.2088920584384275,0.0,0,1.5,0,0.06,100640.08945409274,,0.2,0.3893592908956795,,0.0,0.0,43198.72589343479
ISL,q1,Tsunami,50,0.4554851103159583,43198.72589343479,0.2088920584384275,0.0,0,1.5,0,0.06,100640.08945409274,,0.2,0.3893592908956795,,0.0,0.0,43198.72589343479
ISL,q1,Wind,50,0.4554851103159583,38482.68408560071,0.2088920584384275,0.0,0,1.5,0,0.06,100640.08945409274,,0.2,0.4554772952005238,,0.0,0.0,38482.68408560071
ISL,q2,Earthquake,50,0.4554851103159583,51956.37748882078,0.2088920584384275,0.0,0,1.5,0,0.06,196934.59167403373,,0.2,0.6898601629635337,,0.0,0.0,51956.37748882078
ISL,q2,Flood,50,0.4554851103159583,51956.3774888208,0.2088920584384275,0.0,0,1.5,0,0.06,196934.59167403373,,0.2,0.6898601629635337,,0.0,0.0,51956.3774888208
ISL,q2,Storm surge,50,0.4554851103159583,51956.3774888208,0.2088920584384275,0.0,0,1.5,0,0.06,196934.59167403373,,0.2,0.6898601629635337,,0.0,0.0,51956.3774888208
ISL,q2,Tsunami,50,0.4554851103159583,51956.3774888208,0.2088920584384275,0.0,0,1.5,0,0.06,196934.59167403373,,0.2,0.6898601629635337,,0.0,0.0,51956.3774888208
ISL,q2,Wind,50,0.4554851103159583,51956.3774888208,0.2088920584384275,0.0,0,1.5,0,0.06,196934.59167403373,,0.2,0.6898601629635337,,0.0,0.0,51956.3774888208
ISL,q3,Earthquake,50,0.4554851103159583,61110.512972232274,0.2088920584384275,0.0,0,1.5,0,0.06,231632.2750131448,,0.2,0.6896295052911614,,0.0,0.0,61110.512972232274
ISL,q3,Flood,50,0.4554851103159583,61110.51297223225,0.2088920584384275,0.0,0,1.5,0,0.06,231632.2750131448,,0.2,0.6896295052911614,,0.0,0.0,61110.51297223225
ISL,q3,Storm surge,50,0.4554851103159583,61110.51297223225,0.2088920584384275,0.0,0,1.5,0,0.06,231632.2750131448,,0.2,0.6896295052911614,,0.0,0.0,61110.51297223225
ISL,q3,Tsunami,50,0.4554851103159583,61110.51297223225,0.2088920584384275,0.0,0,1.5,0,0.06,231632.2750131448,,0.2,0.6896295052911614,,0.0,0.0,61110.51297223225
ISL,q3,Wind,50,0.4554851103159583,61110.51297223225,0.2088920584384275,0.0,0,1.5,0,0.06,231632.2750131448,,0.2,0.6896295052911614,,0.0,0.0,61110.51297223225
ISL,q4,Earthquake,50,0.4554851103159583,80175.80452519911,0.2088920584384275,0.0,0,1.5,0,0.06,303897.0399678955,,0.2,0.6891163463892496,,0.0,0.0,80175.80452519911
ISL,q4,Flood,50,0.4554851103159583,80175.80452519911,0.2088920584384275,0.0,0,1.5,0,0.06,303897.0399678955,,0.2,0.6891163463892496,,0.0,0.0,80175.80452519911
ISL,q4,Storm surge,50,0.4554851103159583,80175.80452519911,0.2088920584384275,0.0,0,1.5,0,0.06,303897.0399678955,,0.2,0.6891163463892496,,0.0,0.0,80175.80452519911
ISL,q4,Tsunami,50,0.4554851103159583,80175.80452519911,0.2088920584384275,0.0,0,1.5,0,0.06,303897.0399678955,,0.2,0.6891163463892496,,0.0,0.0,80175.80452519911
ISL,q4,Wind,50,0.4554851103159583,80175.80452519911,0.2088920584384275,0.0,0,1.5,0,0.06,303897.0399678955,,0.2,0.6891163463892496,,0.0,0.0,80175.80452519911
ISL,q5,Earthquake,50,0.4554851103159583,68667.12705268739,0.2088920584384275,0.0,0,1.5,0,0.06,496947.43498017266,,0.2,1.1978024689533782,,0.0,0.0,68667.12705268739
ISL,q5,Flood,50,0.4554851103159583,131107.4316830416,0.2088920584384275,0.0,0,1.5,0,0.06,496947.43498017266,,0.2,0.6879509425321596,,0.0,0.0,131107.4316830416
ISL,q5,Storm surge,50,0.4554851103159583,131107.4316830416,0.2088920584384275,0.0,0,1.5,0,0.06,496947.43498017266,,0.2,0.6879509425321596,,0.0,0.0,131107.4316830416
ISL,q5,Tsunami,50,0.4554851103159583,131107.4316830416,0.2088920584384275,0.0,0,1.5,0,0.06,496947.43498017266,,0.2,0.6879509425321596,,0.0,0.0,131107.4316830416
ISL,q5,Wind,50,0.4554851103159583,122304.1275684329,0.2088920584384275,0.0,0,1.5,0,0.06,496947.43498017266,,0.2,0.732403861483529,,0.0,0.0,122304.1275684329
ISR,q1,Earthquake,50,0.170967803132177,10689.891643429395,0.2848230351273969,0.0,0,1.5,0,0.06,38022.77230411588,,0.2,2.5138243366778648,,0.0,0.0,10689.891643429395
ISR,q1,Flood,50,0.170967803132177,18221.804789551614,0.2848230351273969,0.0,0,1.5,0,0.06,38022.77230411588,,0.2,1.2999695457196592,,0.0,0.0,18221.804789551614
ISR,q1,Storm surge,50,0.170967803132177,18221.804789551614,0.2848230351273969,0.0,0,1.5,0,0.06,38022.77230411588,,0.2,1.2999695457196592,,0.0,0.0,18221.804789551614
ISR,q1,Tsunami,50,0.170967803132177,18221.804789551614,0.2848230351273969,0.0,0,1.5,0,0.06,38022.77230411588,,0.2,1.2999695457196592,,0.0,0.0,18221.804789551614
ISR,q1,Wind,50,0.170967803132177,10689.891643429395,0.2848230351273969,0.0,0,1.5,0,0.06,38022.77230411588,,0.2,2.5138243366778648,,0.0,0.0,10689.891643429395
ISR,q2,Earthquake,50,0.170967803132177,22745.221452836362,0.2848230351273969,0.0,0,1.5,0,0.06,90212.60670964456,,0.2,2.778562332385543,,0.0,0.0,22745.221452836362
ISR,q2,Flood,50,0.170967803132177,22745.22145283636,0.2848230351273969,0.0,0,1.5,0,0.06,90212.60670964456,,0.2,2.778562332385543,,0.0,0.0,22745.22145283636
ISR,q2,Storm surge,50,0.170967803132177,22745.22145283636,0.2848230351273969,0.0,0,1.5,0,0.06,90212.60670964456,,0.2,2.778562332385543,,0.0,0.0,22745.22145283636
ISR,q2,Tsunami,50,0.170967803132177,22745.22145283636,0.2848230351273969,0.0,0,1.5,0,0.06,90212.60670964456,,0.2,2.778562332385543,,0.0,0.0,22745.22145283636
ISR,q2,Wind,50,0.170967803132177,22745.221452836362,0.2848230351273969,0.0,0,1.5,0,0.06,90212.60670964456,,0.2,2.778562332385543,,0.0,0.0,22745.221452836362
ISR,q3,Earthquake,50,0.170967803132177,31824.446781786093,0.2848230351273969,0.0,0,1.5,0,0.06,126222.833540241,,0.2,2.7691623350649452,,0.0,0.0,31824.446781786093
ISR,q3,Flood,50,0.170967803132177,31824.4467817861,0.2848230351273969,0.0,0,1.5,0,0.06,126222.833540241,,0.2,2.7691623350649452,,0.0,0.0,31824.4467817861
ISR,q3,Storm surge,50,0.170967803132177,31824.4467817861,0.2848230351273969,0.0,0,1.5,0,0.06,126222.833540241,,0.2,2.7691623350649452,,0.0,0.0,31824.4467817861
ISR,q3,Tsunami,50,0.170967803132177,31824.4467817861,0.2848230351273969,0.0,0,1.5,0,0.06,126222.833540241,,0.2,2.7691623350649452,,0.0,0.0,31824.4467817861
ISR,q3,Wind,50,0.170967803132177,31824.4467817861,0.2848230351273969,0.0,0,1.5,0,0.06,126222.833540241,,0.2,2.7691623350649452,,0.0,0.0,31824.4467817861
ISR,q4,Earthquake,50,0.170967803132177,46866.79186704564,0.2848230351273969,0.0,0,1.5,0,0.06,185884.1194934738,,0.2,2.7555953817083814,,0.0,0.0,46866.79186704564
ISR,q4,Flood,50,0.170967803132177,46866.79186704564,0.2848230351273969,0.0,0,1.5,0,0.06,185884.1194934738,,0.2,2.7555953817083814,,0.0,0.0,46866.79186704564
ISR,q4,Storm surge,50,0.170967803132177,46866.79186704564,0.2848230351273969,0.0,0,1.5,0,0.06,185884.1194934738,,0.2,2.7555953817083814,,0.0,0.0,46866.79186704564
ISR,q4,Tsunami,50,0.170967803132177,46866.79186704564,0.2848230351273969,0.0,0,1.5,0,0.06,185884.1194934738,,0.2,2.7555953817083814,,0.0,0.0,46866.79186704564
ISR,q4,Wind,50,0.170967803132177,46866.79186704564,0.2848230351273969,0.0,0,1.5,0,0.06,185884.1194934738,,0.2,2.7555953817083814,,0.0,0.0,46866.79186704564
ISR,q5,Earthquake,50,0.170967803132177,71068.94018058306,0.2848230351273969,0.0,0,1.5,0,0.06,338971.3965205171,,0.2,3.2736507591006214,,0.0,0.0,71068.94018058306
ISR,q5,Flood,50,0.170967803132177,85464.54604567027,0.2848230351273969,0.0,0,1.5,0,0.06,338971.3965205171,,0.2,2.732663449663365,,0.0,0.0,85464.54604567027
ISR,q5,Storm surge,50,0.170967803132177,85464.54604567027,0.2848230351273969,0.0,0,1.5,0,0.06,338971.3965205171,,0.2,2.732663449663365,,0.0,0.0,85464.54604567027
ISR,q5,Tsunami,50,0.170967803132177,85464.54604567027,0.2848230351273969,0.0,0,1.5,0,0.06,338971.3965205171,,0.2,2.732663449663365,,0.0,0.0,85464.54604567027
ISR,q5,Wind,50,0.170967803132177,55947.09180276512,0.2848230351273969,0.0,0,1.5,0,0.06,338971.3965205171,,0.2,4.018908809229653,,0.0,0.0,55947.09180276512
ITA,q1,Earthquake,50,0.2668868249267371,49496.03594324591,0.1434501066431165,0.0,0,1.5,0,0.06,79606.39430589968,,0.2,0.2418257532968575,,0.0,0.0,49496.03594324591
ITA,q1,Flood,50,0.2668868249267371,49496.03594324591,0.1434501066431165,0.0,0,1.5,0,0.06,79606.39430589968,,0.2,0.2418257532968575,,0.0,0.0,49496.03594324591
ITA,q1,Storm surge,50,0.2668868249267371,49496.03594324591,0.1434501066431165,0.0,0,1.5,0,0.06,79606.39430589968,,0.2,0.2418257532968575,,0.0,0.0,49496.03594324591
ITA,q1,Tsunami,50,0.2668868249267371,49496.03594324591,0.1434501066431165,0.0,0,1.5,0,0.06,79606.39430589968,,0.2,0.2418257532968575,,0.0,0.0,49496.03594324591
ITA,q1,Wind,50,0.2668868249267371,49496.03594324591,0.1434501066431165,0.0,0,1.5,0,0.06,79606.39430589968,,0.2,0.2418257532968575,,0.0,0.0,49496.03594324591
ITA,q2,Earthquake,50,0.2668868249267371,92128.2349721881,0.1434501066431165,0.0,0,1.5,0,0.06,187659.8625517918,,0.2,0.3799032657440338,,0.0,0.0,92128.2349721881
ITA,q2,Flood,50,0.2668868249267371,116679.31179342089,0.1434501066431165,0.0,0,1.5,0,0.06,187659.8625517918,,0.2,0.24226826620537437,,0.0,0.0,116679.31179342089
ITA,q2,Storm surge,50,0.2668868249267371,116679.31179342089,0.1434501066431165,0.0,0,1.5,0,0.06,187659.8625517918,,0.2,0.24226826620537437,,0.0,0.0,116679.31179342089
ITA,q2,Tsunami,50,0.2668868249267371,116679.31179342089,0.1434501066431165,0.0,0,1.5,0,0.06,187659.8625517918,,0.2,0.24226826620537437,,0.0,0.0,116679.31179342089
ITA,q2,Wind,50,0.2668868249267371,92128.2349721881,0.1434501066431165,0.0,0,1.5,0,0.06,187659.8625517918,,0.2,0.3799032657440338,,0.0,0.0,92128.2349721881
ITA,q3,Earthquake,50,0.2668868249267371,66771.16485782753,0.1434501066431165,0.0,0,1.5,0,0.06,250578.1930241792,,0.2,0.807490338291628,,0.0,0.0,66771.16485782753
ITA,q3,Flood,50,0.2668868249267371,128670.89109732643,0.1434501066431165,0.0,0,1.5,0,0.06,250578.1930241792,,0.2,0.3527985077966658,,0.0,0.0,128670.89109732643
ITA,q3,Storm surge,50,0.2668868249267371,128670.89109732643,0.1434501066431165,0.0,0,1.5,0,0.06,250578.1930241792,,0.2,0.3527985077966658,,0.0,0.0,128670.89109732643
ITA,q3,Tsunami,50,0.2668868249267371,128670.89109732643,0.1434501066431165,0.0,0,1.5,0,0.06,250578.1930241792,,0.2,0.3527985077966658,,0.0,0.0,128670.89109732643
ITA,q3,Wind,50,0.2668868249267371,66771.16485782753,0.1434501066431165,0.0,0,1.5,0,0.06,250578.1930241792,,0.2,0.807490338291628,,0.0,0.0,66771.16485782753
ITA,q4,Earthquake,50,0.2668868249267371,98319.22797876557,0.1434501066431165,0.0,0,1.5,0,0.06,368971.4645372593,,0.2,0.8051040353436449,,0.0,0.0,98319.22797876557
ITA,q4,Flood,50,0.2668868249267371,98319.22797876557,0.1434501066431165,0.0,0,1.5,0,0.06,368971.4645372593,,0.2,0.8051040353436449,,0.0,0.0,98319.22797876557
ITA,q4,Storm surge,50,0.2668868249267371,98319.22797876557,0.1434501066431165,0.0,0,1.5,0,0.06,368971.4645372593,,0.2,0.8051040353436449,,0.0,0.0,98319.22797876557
ITA,q4,Tsunami,50,0.2668868249267371,98319.22797876557,0.1434501066431165,0.0,0,1.5,0,0.06,368971.4645372593,,0.2,0.8051040353436449,,0.0,0.0,98319.22797876557
ITA,q4,Wind,50,0.2668868249267371,98319.22797876557,0.1434501066431165,0.0,0,1.5,0,0.06,368971.4645372593,,0.2,0.8051040353436449,,0.0,0.0,98319.22797876557
ITA,q5,Earthquake,50,0.2668868249267371,83502.38881958014,0.1434501066431165,0.0,0,1.5,0,0.06,657002.7770004931,,0.2,1.52301832714895,,0.0,0.0,83502.38881958014
ITA,q5,Flood,50,0.2668868249267371,175070.46485452686,0.1434501066431165,0.0,0,1.5,0,0.06,657002.7770004931,,0.2,0.8005711799573672,,0.0,0.0,175070.46485452686
ITA,q5,Storm surge,50,0.2668868249267371,175070.46485452686,0.1434501066431165,0.0,0,1.5,0,0.06,657002.7770004931,,0.2,0.8005711799573672,,0.0,0.0,175070.46485452686
ITA,q5,Tsunami,50,0.2668868249267371,175070.46485452686,0.1434501066431165,0.0,0,1.5,0,0.06,657002.7770004931,,0.2,0.8005711799573672,,0.0,0.0,175070.46485452686
ITA,q5,Wind,50,0.2668868249267371,105797.04978278223,0.1434501066431165,0.0,0,1.5,0,0.06,657002.7770004931,,0.2,1.259224950957673,,0.0,0.0,105797.04978278223
JOR,q1,Earthquake,50,0.253578311143839,4637.056095708009,0.3098295810740082,0.0,0,1.5,0,0.06,11918.142428471156,,0.2,1.2642524462651938,,0.0,0.0,4637.056095708009
JOR,q1,Flood,50,0.253578311143839,5830.55835025126,0.3098295810740082,0.0,0,1.5,0,0.06,11918.142428471156,,0.2,0.9127153946896354,,0.0,0.0,5830.55835025126
JOR,q1,Storm surge,50,0.253578311143839,5830.55835025126,0.3098295810740082,0.0,0,1.5,0,0.06,11918.142428471156,,0.2,0.9127153946896354,,0.0,0.0,5830.55835025126
JOR,q1,Tsunami,50,0.253578311143839,5830.55835025126,0.3098295810740082,0.0,0,1.5,0,0.06,11918.142428471156,,0.2,0.9127153946896354,,0.0,0.0,5830.55835025126
JOR,q1,Wind,50,0.253578311143839,4661.1758999213625,0.3098295810740082,0.0,0,1.5,0,0.06,11918.142428471156,,0.2,1.2559316308826118,,0.0,0.0,4661.1758999213625
JOR,q2,Earthquake,50,0.253578311143839,7972.182669108962,0.3098295810740082,0.0,0,1.5,0,0.06,19130.390915448657,,0.2,1.1556470692236946,,0.0,0.0,7972.182669108962
JOR,q2,Flood,50,0.253578311143839,10024.0918530455,0.3098295810740082,0.0,0,1.5,0,0.06,19130.390915448657,,0.2,0.8156731215598955,,0.0,0.0,10024.0918530455
JOR,q2,Storm surge,50,0.253578311143839,10024.0918530455,0.3098295810740082,0.0,0,1.5,0,0.06,19130.390915448657,,0.2,0.8156731215598955,,0.0,0.0,10024.0918530455
JOR,q2,Tsunami,50,0.253578311143839,10024.0918530455,0.3098295810740082,0.0,0,1.5,0,0.06,19130.390915448657,,0.2,0.8156731215598955,,0.0,0.0,10024.0918530455
JOR,q2,Wind,50,0.253578311143839,8013.650247064289,0.3098295810740082,0.0,0,1.5,0,0.06,19130.390915448657,,0.2,1.1394589469059133,,0.0,0.0,8013.650247064289
JOR,q3,Earthquake,50,0.253578311143839,13057.660516343607,0.3098295810740082,0.0,0,1.5,0,0.06,25240.03882467679,,0.2,0.8332992688407086,,0.0,0.0,13057.660516343607
JOR,q3,Flood,50,0.253578311143839,14801.503508397902,0.3098295810740082,0.0,0,1.5,0,0.06,25240.03882467679,,0.2,0.6608490622646775,,0.0,0.0,14801.503508397902
JOR,q3,Storm surge,50,0.253578311143839,14801.503508397902,0.3098295810740082,0.0,0,1.5,0,0.06,25240.03882467679,,0.2,0.6608490622646775,,0.0,0.0,14801.503508397902
JOR,q3,Tsunami,50,0.253578311143839,14801.503508397902,0.3098295810740082,0.0,0,1.5,0,0.06,25240.03882467679,,0.2,0.6608490622646775,,0.0,0.0,14801.503508397902
JOR,q3,Wind,50,0.253578311143839,13125.580379428753,0.3098295810740082,0.0,0,1.5,0,0.06,25240.03882467679,,0.2,0.8261316844258456,,0.0,0.0,13125.580379428753
JOR,q4,Earthquake,50,0.253578311143839,8226.586358571978,0.3098295810740082,0.0,0,1.5,0,0.06,33840.45517592367,,0.2,2.099310905350902,,0.0,0.0,8226.586358571978
JOR,q4,Flood,50,0.253578311143839,8613.319273071096,0.3098295810740082,0.0,0,1.5,0,0.06,33840.45517592367,,0.2,2.0132249736809134,,0.0,0.0,8613.319273071096
JOR,q4,Storm surge,50,0.253578311143839,8613.319273071096,0.3098295810740082,0.0,0,1.5,0,0.06,33840.45517592367,,0.2,2.0132249736809134,,0.0,0.0,8613.319273071096
JOR,q4,Tsunami,50,0.253578311143839,8613.319273071096,0.3098295810740082,0.0,0,1.5,0,0.06,33840.45517592367,,0.2,2.0132249736809134,,0.0,0.0,8613.319273071096
JOR,q4,Wind,50,0.253578311143839,8505.01775302632,0.3098295810740082,0.0,0,1.5,0,0.06,33840.45517592367,,0.2,2.037140749529993,,0.0,0.0,8505.01775302632
JOR,q5,Earthquake,50,0.253578311143839,15322.647242959756,0.3098295810740082,0.0,0,1.5,0,0.06,63030.43991771563,,0.2,2.0945173313916454,,0.0,0.0,15322.647242959756
JOR,q5,Flood,50,0.253578311143839,15841.247042759323,0.3098295810740082,0.0,0,1.5,0,0.06,63030.43991771563,,0.2,2.0346237169719013,,0.0,0.0,15841.247042759323
JOR,q5,Storm surge,50,0.253578311143839,15841.247042759323,0.3098295810740082,0.0,0,1.5,0,0.06,63030.43991771563,,0.2,2.0346237169719013,,0.0,0.0,15841.247042759323
JOR,q5,Tsunami,50,0.253578311143839,15841.247042759323,0.3098295810740082,0.0,0,1.5,0,0.06,63030.43991771563,,0.2,2.0346237169719013,,0.0,0.0,15841.247042759323
JOR,q5,Wind,50,0.253578311143839,15841.247042759323,0.3098295810740082,0.0,0,1.5,0,0.06,63030.43991771563,,0.2,2.0346237169719013,,0.0,0.0,15841.247042759323
JPN,q1,Earthquake,50,0.4440220365374498,12372.536073391195,0.2106785735429563,0.0,0,1.5,0,0.06,48743.38429451937,,0.2,0.7444604684501229,,0.0,0.0,12372.536073391195
JPN,q1,Flood,50,0.4440220365374498,28869.25083791279,0.2106785735429563,0.0,0,1.5,0,0.06,48743.38429451937,,0.2,0.2343721534921923,,0.0,0.0,28869.25083791279
JPN,q1,Storm surge,50,0.4440220365374498,28869.25083791279,0.2106785735429563,0.0,0,1.5,0,0.06,48743.38429451937,,0.2,0.2343721534921923,,0.0,0.0,28869.25083791279
JPN,q1,Tsunami,50,0.4440220365374498,28869.25083791279,0.2106785735429563,0.0,0,1.5,0,0.06,48743.38429451937,,0.2,0.2343721534921923,,0.0,0.0,28869.25083791279
JPN,q1,Wind,50,0.4440220365374498,28869.25083791279,0.2106785735429563,0.0,0,1.5,0,0.06,48743.38429451937,,0.2,0.2343721534921923,,0.0,0.0,28869.25083791279
JPN,q2,Earthquake,50,0.4440220365374498,31074.41191210811,0.2106785735429563,0.0,0,1.5,0,0.06,122422.11237642556,,0.2,0.7432650334297929,,0.0,0.0,31074.41191210811
JPN,q2,Flood,50,0.4440220365374498,72506.96112825225,0.2106785735429563,0.0,0,1.5,0,0.06,122422.11237642556,,0.2,0.23462637115873675,,0.0,0.0,72506.96112825225
JPN,q2,Storm surge,50,0.4440220365374498,72506.96112825225,0.2106785735429563,0.0,0,1.5,0,0.06,122422.11237642556,,0.2,0.23462637115873675,,0.0,0.0,72506.96112825225
JPN,q2,Tsunami,50,0.4440220365374498,72506.96112825225,0.2106785735429563,0.0,0,1.5,0,0.06,122422.11237642556,,0.2,0.23462637115873675,,0.0,0.0,72506.96112825225
JPN,q2,Wind,50,0.4440220365374498,72506.96112825225,0.2106785735429563,0.0,0,1.5,0,0.06,122422.11237642556,,0.2,0.23462637115873675,,0.0,0.0,72506.96112825225
JPN,q3,Earthquake,50,0.4440220365374498,40357.48833288798,0.2106785735429563,0.0,0,1.5,0,0.06,158994.12628928878,,0.2,0.7425791269996768,,0.0,0.0,40357.48833288798
JPN,q3,Flood,50,0.4440220365374498,48376.28221193655,0.2106785735429563,0.0,0,1.5,0,0.06,158994.12628928878,,0.2,0.6155232830012922,,0.0,0.0,48376.28221193655
JPN,q3,Storm surge,50,0.4440220365374498,48376.28221193655,0.2106785735429563,0.0,0,1.5,0,0.06,158994.12628928878,,0.2,0.6155232830012922,,0.0,0.0,48376.28221193655
JPN,q3,Tsunami,50,0.4440220365374498,48376.28221193655,0.2106785735429563,0.0,0,1.5,0,0.06,158994.12628928878,,0.2,0.6155232830012922,,0.0,0.0,48376.28221193655
JPN,q3,Wind,50,0.4440220365374498,48241.488824619846,0.2106785735429563,0.0,0,1.5,0,0.06,158994.12628928878,,0.2,0.6172634533597438,,0.0,0.0,48241.488824619846
JPN,q4,Earthquake,50,0.4440220365374498,28784.294553931548,0.2106785735429563,0.0,0,1.5,0,0.06,228848.2776073009,,0.2,1.3232526700551253,,0.0,0.0,28784.294553931548
JPN,q4,Flood,50,0.4440220365374498,58088.571628953025,0.2106785735429563,0.0,0,1.5,0,0.06,228848.2776073009,,0.2,0.7413522432622874,,0.0,0.0,58088.571628953025
JPN,q4,Storm surge,50,0.4440220365374498,58088.571628953025,0.2106785735429563,0.0,0,1.5,0,0.06,228848.2776073009,,0.2,0.7413522432622874,,0.0,0.0,58088.571628953025
JPN,q4,Tsunami,50,0.4440220365374498,58088.571628953025,0.2106785735429563,0.0,0,1.5,0,0.06,228848.2776073009,,0.2,0.7413522432622874,,0.0,0.0,58088.571628953025
JPN,q4,Wind,50,0.4440220365374498,58088.571628953025,0.2106785735429563,0.0,0,1.5,0,0.06,228848.2776073009,,0.2,0.7413522432622874,,0.0,0.0,58088.571628953025
JPN,q5,Earthquake,50,0.4440220365374498,36714.34759983031,0.2106785735429563,0.0,0,1.5,0,0.06,433924.34911460825,,0.2,1.7902500357009017,,0.0,0.0,36714.34759983031
JPN,q5,Flood,50,0.4440220365374498,110143.042799491,0.2106785735429563,0.0,0,1.5,0,0.06,433924.34911460825,,0.2,0.7385747363054411,,0.0,0.0,110143.042799491
JPN,q5,Storm surge,50,0.4440220365374498,110143.042799491,0.2106785735429563,0.0,0,1.5,0,0.06,433924.34911460825,,0.2,0.7385747363054411,,0.0,0.0,110143.042799491
JPN,q5,Tsunami,50,0.4440220365374498,110143.042799491,0.2106785735429563,0.0,0,1.5,0,0.06,433924.34911460825,,0.2,0.7385747363054411,,0.0,0.0,110143.042799491
JPN,q5,Wind,50,0.4440220365374498,110143.042799491,0.2106785735429563,0.0,0,1.5,0,0.06,433924.34911460825,,0.2,0.7385747363054411,,0.0,0.0,110143.042799491
KAZ,q1,Earthquake,50,0.1293501584045827,15860.768699937726,0.4992063423501769,0.0,0,1.5,0,0.06,25445.285574002333,,0.2,1.8777877685450497,,0.0,0.0,15860.768699937726
KAZ,q1,Flood,50,0.1293501584045827,15860.768699937727,0.4992063423501769,0.0,0,1.5,0,0.06,25445.285574002333,,0.2,1.8777877685450497,,0.0,0.0,15860.768699937727
KAZ,q1,Storm surge,50,0.1293501584045827,15860.768699937727,0.4992063423501769,0.0,0,1.5,0,0.06,25445.285574002333,,0.2,1.8777877685450497,,0.0,0.0,15860.768699937727
KAZ,q1,Tsunami,50,0.1293501584045827,15860.768699937727,0.4992063423501769,0.0,0,1.5,0,0.06,25445.285574002333,,0.2,1.8777877685450497,,0.0,0.0,15860.768699937727
KAZ,q1,Wind,50,0.1293501584045827,15860.768699937726,0.4992063423501769,0.0,0,1.5,0,0.06,25445.285574002333,,0.2,1.8777877685450497,,0.0,0.0,15860.768699937726
KAZ,q2,Earthquake,50,0.1293501584045827,22366.54391446653,0.4992063423501769,0.0,0,1.5,0,0.06,35882.44100737056,,0.2,1.879857536867999,,0.0,0.0,22366.54391446653
KAZ,q2,Flood,50,0.1293501584045827,22366.54391446653,0.4992063423501769,0.0,0,1.5,0,0.06,35882.44100737056,,0.2,1.879857536867999,,0.0,0.0,22366.54391446653
KAZ,q2,Storm surge,50,0.1293501584045827,22366.54391446653,0.4992063423501769,0.0,0,1.5,0,0.06,35882.44100737056,,0.2,1.879857536867999,,0.0,0.0,22366.54391446653
KAZ,q2,Tsunami,50,0.1293501584045827,22366.54391446653,0.4992063423501769,0.0,0,1.5,0,0.06,35882.44100737056,,0.2,1.879857536867999,,0.0,0.0,22366.54391446653
KAZ,q2,Wind,50,0.1293501584045827,22366.54391446653,0.4992063423501769,0.0,0,1.5,0,0.06,35882.44100737056,,0.2,1.879857536867999,,0.0,0.0,22366.54391446653
KAZ,q3,Earthquake,50,0.1293501584045827,13829.670490777055,0.4992063423501769,0.0,0,1.5,0,0.06,45481.54143049136,,0.2,5.390950510800796,,0.0,0.0,13829.670490777055
KAZ,q3,Flood,50,0.1293501584045827,28349.935654983976,0.4992063423501769,0.0,0,1.5,0,0.06,45481.54143049136,,0.2,1.8810755732377256,,0.0,0.0,28349.935654983976
KAZ,q3,Storm surge,50,0.1293501584045827,28349.935654983976,0.4992063423501769,0.0,0,1.5,0,0.06,45481.54143049136,,0.2,1.8810755732377256,,0.0,0.0,28349.935654983976
KAZ,q3,Tsunami,50,0.1293501584045827,28349.935654983976,0.4992063423501769,0.0,0,1.5,0,0.06,45481.54143049136,,0.2,1.8810755732377256,,0.0,0.0,28349.935654983976
KAZ,q3,Wind,50,0.1293501584045827,17388.54156040962,0.4992063423501769,0.0,0,1.5,0,0.06,45481.54143049136,,0.2,4.156928616678715,,0.0,0.0,17388.54156040962
KAZ,q4,Earthquake,50,0.1293501584045827,14728.241710465449,0.4992063423501769,0.0,0,1.5,0,0.06,57169.74534953027,,0.2,6.4407739278811755,,0.0,0.0,14728.241710465449
KAZ,q4,Flood,50,0.1293501584045827,26367.442179291047,0.4992063423501769,0.0,0,1.5,0,0.06,57169.74534953027,,0.2,3.2302734814530125,,0.0,0.0,26367.442179291047
KAZ,q4,Storm surge,50,0.1293501584045827,26367.442179291047,0.4992063423501769,0.0,0,1.5,0,0.06,57169.74534953027,,0.2,3.2302734814530125,,0.0,0.0,26367.442179291047
